uid,uid1,uid2,uid3,uid4,uid5,uid6,uid7,uid8,uid9,uid10
39794,3910,5117,38621,28613,40496,2208,5403,40839,38760,5646
32238,8294,18695,39166,40936,6220,36721,30817,6235,2370,37474
3300,9486,4717,39471,4541,3551,4606,40515,4379,3093,3539
3560,3039,23761,40529,2588,9600,2315,24327,38039,3998,37483
2532,16187,2863,34832,36956,29703,9375,30770,17543,21393,13379
220,38141,38032,3301,1595,9939,2434,39168,9091,35901,1770
1512,3452,2957,38995,2377,3454,38252,13643,3729,38835,1834
12059,15843,8110,33322,33322,1896,2135,32667,32667,20849,10668
35573,39167,2935,38853,2374,4562,35901,4480,9091,7455,40372
2185,8651,5603,2370,36721,37360,40936,37839,5213,5054,32238
8654,2218,38082,5316,16914,40333,40333,16474,2539,2188,39761
40399,17825,40786,34264,40022,40679,26031,40471,38416,40165,39763
3681,2195,2139,3254,9211,4699,25669,217,3303,38513,3427
32484,16189,13019,12995,32405,977,11349,2352,28311,3324,39463
9091,35901,2434,4562,38853,39167,35573,2935,2374,4480,40372
8275,3063,3078,2338,3534,4645,5411,40358,9855,3377,4852
2872,38779,5674,3532,3582,5568,5208,3439,3883,39582,39582
755,3479,39555,2372,31886,5959,15537,830,4358,10668,9761
1763,37914,4009,3442,2681,40530,2329,33295,38865,2376,5173
2376,2329,5522,40530,2681,3442,38035,13917,3309,1763,37914
1834,2788,3729,2479,2442,38620,4493,4849,19523,3452,1512
3384,3378,40762,38990,40074,37936,40762,3082,2326,40336,5399
3729,1834,2788,2479,2442,38620,4493,3452,4849,19523,1512
3711,37704,39761,2188,2539,30702,21597,5316,35727,2218,3324
5522,38035,2376,13917,2329,3309,40530,2681,3442,1763,3526
34758,3635,34506,38745,2431,40504,37765,2379,4355,3793,10043
2140,34899,6286,753,2441,827,23665,19103,24271,9009,20589
5455,30132,36137,23247,7458,2371,24851,11465,34168,10420,39960
1402,4490,4774,39365,5398,40436,3639,4697,4603,39764,40594
4638,4775,4820,3982,3428,4867,3895,5605,5408,40055,39585
3454,2377,38995,2957,38252,13643,38835,1512,3452,10938,5924
4802,3645,3094,9325,4400,40403,40305,39526,3912,40137,40212
4848,37587,24023,32195,4178,3541,4178,2794,40472,39680,2838
3063,8275,3534,2338,3078,4645,5411,40358,9855,38015,3377
13019,32405,32484,16189,12995,28311,39463,977,17251,5651,22543
5576,828,3587,35853,4369,3109,3980,3921,3527,40879,5049
6097,3890,5101,2443,5558,2339,40272,4818,4731,35362,40397
2190,3942,4310,3951,4340,5646,4479,39803,3562,5403,2208
3531,4487,2373,39489,3082,3563,4161,3556,40762,37936,38990
4604,36458,4729,38760,24743,36699,2874,40839,28613,33588,5117
4821,5590,34348,37659,38260,5439,9851,38716,3564,40097,40097
4774,1402,4490,5398,3639,4697,39365,39764,40436,2956,3644
2936,3902,40594,35854,4603,2480,40436,40212,39365,40137,39526
7455,4480,2439,40372,2935,2374,4364,35573,39167,38853,4562
3648,4488,3556,4161,2342,3563,39489,4487,4675,4034,3531
2345,3566,38663,2977,2007,4601,32012,40465,4799,1404,3826
3705,2186,39486,38453,1513,3211,39068,3953,2959,4496,2444
6328,38513,37169,3427,3303,3795,217,40513,23477,40513,9211
3793,4355,10043,34506,34758,3635,38745,2431,3981,2430,40504
5733,3066,2070,39640,31424,10424,3056,38831,3529,38036,5613
5609,2838,2794,4178,4178,3553,5108,24023,37587,40097,40097
2862,1385,4363,5324,23719,24745,10101,3171,4653,24849,2437
5571,40044,18479,12551,5552,39736,5567,5621,40747,18483,7162
5107,4017,10256,40595,38015,39466,3586,36005,3534,3093,3063
13917,3309,38035,5522,2376,3526,4000,2329,4084,38585,40530
2239,5544,5400,39842,39722,2240,6025,5572,40722,40129,5606
23677,29111,40165,39763,40471,26031,40679,29992,20177,38577,17825
4866,38256,38256,39586,37932,37932,38481,38481,3375,320,5391
14207,5551,40957,40957,40803,40520,7343,8523,40752,8471,37599
4560,5665,5587,40075,40521,3643,35211,9270,5612,4832,7155
3910,39794,38621,5117,28613,40496,2208,5403,40839,38760,5646
18483,5621,35210,39736,40044,5571,18197,29307,9504,12563,17823
4833,1499,3950,3584,4841,5558,3396,3890,6097,5101,2443
6903,5664,5564,4644,36925,5565,40730,5566,40730,40639,40722
18479,12551,5552,5567,40747,5571,7162,40044,13051,7154,5559
6025,2240,5572,39842,5400,5544,40722,2239,5566,40730,40730
2990,5548,38669,35362,40397,4818,4731,40272,40646,2339,2443
3540,38717,35855,5154,5608,5285,3567,40938,9887,3983,38260
29111,40165,39763,23677,29992,40471,26031,40679,20177,38577,17825
4178,4178,2794,2838,24023,5609,37587,4848,3553,5108,32195
2240,6025,39842,5400,5572,5544,2239,40722,5566,40730,39722
18481,38903,38903,5588,5575,40359,40217,5540,5546,9341,11825
5160,5160,5159,6015,33737,4693,39905,39938,4497,34779,5570
9317,40911,40652,4824,31445,5547,39725,39728,39298,9503,40677
5563,8993,5607,40853,3530,4832,5612,5687,35211,5561,3643
17833,40389,18199,12397,10368,40506,40506,40658,5541,19747,20177
5551,14207,40957,40957,40803,40520,7343,8523,40752,8471,37599
11825,5553,40906,5557,7864,5546,40217,5555,40359,40587,5423
5560,4557,5570,4575,4497,39938,5614,39905,9257,4693,6015
9503,39298,39725,7155,39728,5547,9270,40652,9317,40911,4824
14471,4157,10409,5586,11141,40398,5561,5687,34779,5160,5160
5540,9341,5556,38279,4495,5573,5575,5588,9507,8574,40787
9352,40519,17823,39518,8471,12563,40752,9504,18197,29307,40803
3541,39680,40472,32195,36252,5191,4834,4692,4848,37587,24023
13959,20007,19747,29994,5543,6133,5541,26081,9304,40904,12397
17823,39518,9352,12563,40519,8471,9504,40752,18197,29307,40803
5561,5687,40398,3530,10409,5607,8993,40853,5563,4832,5612
5402,32455,12061,5611,40129,5610,5550,5606,40129,5773,40610
12563,17823,39518,9352,9504,18197,40519,29307,8471,40752,40803
8574,9507,40787,40908,40908,4825,5573,7908,4495,5556,38279
5548,2990,38669,35362,40397,4818,4731,40646,40272,2339,3383
4601,4799,2977,38663,2345,3109,3566,3587,828,2007,5576
8993,5607,40853,3530,5563,4832,5612,5687,5561,40398,35211
5611,5610,40129,5606,12061,32455,40129,5402,5550,39722,2239
9316,37599,8523,40904,7343,9304,34276,40520,26081,6133,5543
9504,29307,18197,12563,17823,39518,9352,40519,8471,40752,35210
4556,4817,33736,3542,40331,5545,39609,3565,40610,5773,5190
18199,12397,17833,5541,40389,19747,13959,20007,10368,40506,29994
5546,40217,11825,5553,40906,7864,5557,5555,40359,38903,38903
29994,5543,6133,26081,20007,9304,13959,19747,40904,5541,9316
5552,12551,18479,5567,40747,7162,5571,40044,13051,7154,5559
1639,40456,40456,39617,39551,39551,34591,33095,36999,7472,33049
5391,368,8634,8634,38481,38481,5028,32366,1365,4866,1842
5543,29994,6133,26081,20007,9304,13959,40904,19747,5541,9316
5541,19747,13959,12397,20007,18199,29994,5543,6133,26081,9304
3562,4803,4498,39803,2956,3644,4479,4340,3951,39764,3942
17825,40399,40786,34264,40679,40022,26031,40471,40165,39763,23677
5570,4497,39938,39905,4693,4557,6015,33737,5159,5560,5160
6546,2341,3992,35960,35960,40746,30583,1783,8291,10419,29809
9507,8574,40787,40908,40908,5573,4495,4825,7908,5556,38279
9851,5439,37659,34348,5590,4821,38716,38260,3564,40097,40097
4497,5570,39938,39905,4693,6015,33737,5159,4557,5560,5160
4575,5614,9257,5560,5663,4819,4557,40639,5570,4497,39938
3890,6097,5101,2443,5558,2339,40272,4818,4731,35362,40397
23171,3580,3558,5173,38865,33295,37771,4009,37914,4868,1763
18197,9504,29307,12563,17823,39518,9352,40519,8471,40752,35210
29992,20177,38577,29111,39763,40165,23677,40471,40658,26031,40679
12397,18199,5541,19747,17833,13959,20007,40389,29994,5543,6133
12551,5552,18479,5567,40747,7162,5571,40044,13051,7154,5559
3883,3439,39582,39582,5568,3582,3532,38779,2379,37765,40504
5572,40722,6025,2240,5566,40730,39842,40730,5565,5400,36925
5544,5400,39842,2239,2240,6025,39722,5572,40722,5566,40730
3564,40097,40097,38716,5108,3553,9851,5439,5609,37659,34348
2480,35854,40212,2936,40137,39526,40403,3645,4802,3902,3094
4693,39938,39905,4497,6015,33737,5159,5570,5160,5160,4557
5621,39736,18483,35210,40044,5571,29307,18197,18479,9504,12551
4157,5586,14471,11141,34779,10409,5160,5160,5159,6015,33737
5687,5561,40398,3530,5607,8993,40853,10409,5563,4832,5612
4675,4034,2342,4558,4488,2368,37340,3648,38440,4489,37437
3635,34758,38745,34506,2431,40504,37765,2379,4355,3793,39582
6133,5543,29994,26081,9304,20007,40904,13959,19747,5541,9316
5555,5557,7864,5553,40906,11825,40587,5546,5423,40217,38274
26031,40471,40679,40165,39763,23677,29111,17825,40399,40786,34264
5564,4644,6903,36925,5565,5664,40730,5566,40730,40722,40639
10368,40506,40506,40658,40389,20177,38577,17833,29992,18199,12397
7162,5567,40747,13051,7154,5552,12551,5559,18479,4822,40085
4817,4556,33736,40331,5545,3542,39609,3565,40610,5773,5190
5383,1784,36254,3920,2340,33588,3536,2874,5399,36699,24743
3542,4556,4817,5190,33736,40331,40620,5545,39609,3983,3565
20177,38577,29992,40658,40506,40506,10368,29111,39763,40165,23677
19747,13959,20007,5541,29994,5543,6133,26081,12397,9304,40904
4822,40085,5559,5542,7914,7154,13051,14209,7162,39519,35609
3553,5108,5609,40097,40097,3564,2838,38716,2794,4178,4178
9270,40521,40075,5587,7155,9503,5665,4560,39298,39725,39728
5567,40747,5552,12551,18479,7162,13051,7154,5571,5559,40044
29307,9504,18197,12563,17823,39518,9352,40519,8471,40752,35210
7155,9503,39298,39725,39728,5547,9270,40521,40075,5587,40652
5393,4946,37287,37222,40550,2189,4364,2439,2348,38031,39935
7154,13051,5559,7162,4822,40085,5542,7914,5567,40747,5552
8471,40752,9352,40519,39518,17823,12563,40803,9504,18197,29307
3895,5605,3982,40055,4638,4775,4820,3428,4260,5649,4867
5423,38274,35609,40587,39519,14209,5555,7914,5542,5557,7864
4832,5612,5563,35211,8993,40853,3643,5607,3530,4560,5665
4557,5560,5570,4497,39938,39905,4693,4575,5614,33737,6015
4818,40272,35362,4731,38669,40397,2990,2339,5548,2443,5101
4463,5401,38994,38732,3539,3379,40023,33960,3551,3583,40515
4697,3639,5398,39764,2956,3644,4498,4774,4803,3562,1402
4017,5107,40595,38015,10256,39466,3586,36005,3534,3063,3093
5550,5402,32455,12061,5773,40610,5611,3565,39609,40129,5610
3309,13917,38035,5522,3526,4000,4084,38585,2376,2329,40530
4495,5556,5573,38279,9341,5540,9507,8574,40787,40908,40908
3566,2345,2007,38663,2977,32012,40465,1404,3826,4601,38095
3160,36122,33515,34821,40858,39800,39753,30532,11815,19283,11523
5605,3895,3982,40055,4638,4775,4820,3428,4260,5649,4867
3530,5607,8993,40853,5563,5687,5561,4832,5612,40398,35211
3581,29915,4555,1779,40907,5211,35558,8289,9008,6689,1510
5159,6015,33737,5160,4693,5160,39905,39938,4497,5570,34779
2349,11065,35498,10457,18525,20377,4763,203,28313,14129,2988
4149,4496,2444,3334,5569,2469,3074,38373,3953,3833,40879
4692,4834,5191,36252,39680,40472,3396,3541,4841,32195,3584
3981,2430,37815,3911,39058,2266,10043,3329,3793,37224,4355
5559,7154,13051,4822,40085,5542,7914,7162,14209,5567,40747
5558,3890,6097,5101,2443,3950,4833,1499,2339,40272,4818
5285,5608,3567,40938,9887,5154,3983,3540,40620,38717,35855
2977,38663,2345,4601,3566,4799,2007,32012,40465,1404,3826
5101,6097,3890,2443,2339,40272,5558,4818,4731,35362,40397
26081,9304,6133,5543,29994,40904,20007,13959,19747,9316,37599
5607,3530,8993,40853,5563,4832,5612,5687,5561,40398,35211
7914,5542,40085,4822,14209,5559,7154,39519,13051,35609,38274
3567,9887,40938,5285,5608,3983,5154,40620,5190,3540,38717
2350,10728,1274,26059,8290,5109,1113,33750,4356,31331,36876
3824,5649,4260,3383,40055,4842,5605,3895,40646,3982,4638
2339,40272,4731,4818,2443,35362,40397,38669,5101,2990,6097
4645,5411,40358,9855,3078,3377,2338,4852,8275,3063,3628
3093,4379,36005,4606,39471,3586,4717,39466,9486,10256,3300
4841,3584,3396,1499,4833,4692,4834,3950,5191,36252,39680
2979,37008,3108,35499,2864,4164,1383,2378,2821,1782,38798
5568,3582,3532,3439,3883,38779,39582,39582,2872,2379,37765
5400,5544,39842,2239,2240,6025,39722,5572,40722,5566,40730
5553,11825,5557,40906,7864,5546,40217,5555,40359,40587,5423
5575,5588,5540,18481,9341,38279,5556,4495,38903,5573,38903
4034,4675,4558,2368,37340,2342,4488,38440,4489,37437,4840
4731,4818,2339,35362,38669,40272,40397,2990,5548,2443,5101
2821,2378,1782,1383,38031,4164,2864,2348,39935,2189,37008
4700,3380,6622,3628,2721,4852,2551,3377,40267,4840,9855
9855,3377,4852,40358,5411,4645,3628,3078,6622,4700,2338
5557,7864,5553,11825,40906,5555,5546,40217,40587,40359,5423
9304,26081,40904,6133,5543,29994,20007,13959,9316,37599,19747
3912,40305,4400,9325,3094,4802,3645,40403,39526,40137,4561
6015,5159,33737,5160,4693,5160,39905,39938,4497,5570,34779
12061,32455,5611,5402,5610,40129,5606,40129,5550,39722,5773
2379,37765,40504,2431,38745,3635,39582,39582,34758,3883,3439
3082,40762,37936,38990,40762,3378,3384,40074,2373,2326,40336
4161,3556,3563,39489,3648,4487,4488,3531,2342,2373,4675
31331,19633,27747,36876,33750,5109,35726,22815,2395,2021,3411
5646,4310,2190,5403,2208,40496,3942,3951,38621,4340,4479
10424,31424,2070,3066,5733,5613,2440,39640,3056,38831,3529
3633,692,37939,4357,5049,40879,2610,3527,2541,3921,3980
3983,40620,5190,9887,3567,40938,5285,5608,3542,4556,5154
3527,3980,3921,35853,40879,4369,5049,5576,37939,828,692
2894,1038,3046,3402,2344,35780,39169,188,3393,38107,1770
36254,3920,5383,1784,2340,3536,33588,5399,2874,40336,2326
31283,38088,10683,10694,2417,22069,11467,30891,25667,2867,35759
5610,5606,40129,5611,40129,12061,32455,5402,39722,5550,2239
1784,5383,2340,36254,3920,33588,2874,3536,36699,24743,5399
3383,40646,3824,5649,4842,4260,5548,2990,38669,40397,35362
5190,40620,3983,3542,4556,9887,4817,3567,40938,33736,5285
5608,5285,3567,40938,5154,9887,3540,3983,40620,38717,35855
3428,4820,4867,4775,4638,5408,3982,39585,39585,3895,4561
2479,2788,1834,2442,3729,38620,4493,4849,19523,3452,1390
2351,39942,4816,1510,3062,6689,9008,8289,5211,40907,1779
3396,4841,3584,4834,4692,5191,36252,1499,4833,3950,39680
2344,1038,2894,188,3046,3402,38107,35780,39169,3393,40656
3377,4852,9855,40358,5411,3628,4645,6622,4700,3380,3078
4849,19523,4493,1390,38620,2442,37224,2479,2788,1834,3329
3902,40594,4603,2936,40436,39365,35854,2480,4490,1402,40212
2348,38031,2189,37222,40550,39935,1782,2821,2378,37287,4946
3565,39609,5773,40610,5545,40331,33736,4817,4556,3542,5550
4357,3633,692,2610,37939,5049,2541,40879,3945,3370,2187
3211,38453,39068,2186,3705,2959,39486,1513,40708,40708,39730
2186,3705,38453,39486,3211,1513,39068,3953,2959,40708,4496
5606,5610,40129,40129,5611,12061,32455,5402,39722,5550,2239
5556,4495,38279,9341,5573,5540,9507,8574,40787,40908,5575
2395,2021,22815,35726,3411,9327,4492,38038,2540,9718,27747
1511,1353,5644,34895,36461,2435,3976,2343,40332,1332,37127
2874,36699,24743,33588,4604,36458,4729,2340,38760,1784,5383
3040,12955,32982,38273,30262,823,37088,38037,1788,2437,4653
30770,9375,36956,21393,13379,2863,16187,2532,2276,34832,13217
4498,2956,3644,4803,3562,39764,39803,4479,4697,3639,4340
4260,5649,3824,40055,4842,3383,5605,3895,3982,40646,4638
4825,7908,40908,40908,8574,40787,9507,40664,40677,5573,4495
3140,3382,3649,4350,38798,25669,4699,2195,3681,35499,2139
3953,2444,4496,4149,5569,3074,3334,2469,38373,1513,39486
4606,4379,3093,39471,4717,36005,9486,3300,3586,39466,10256
5613,2440,10424,31424,2070,5589,4608,3066,5733,40623,40048
4834,4692,5191,36252,39680,40472,3396,3541,4841,32195,3584
4813,40337,214,40321,40321,3908,3569,40615,38882,2380,3922
3583,33960,40023,40048,40623,4608,5589,4463,38994,5401,38732
2541,3945,2610,3370,2187,39299,4357,23475,39990,3633,692
4561,39585,5408,39585,4867,3428,4820,3912,4775,40305,4638
5398,3639,4697,4774,39764,1402,4490,2956,3644,4498,4803
2326,40336,40074,3384,40762,5399,38990,37936,3378,40762,3082
2443,5101,6097,3890,2339,40272,4731,4818,5558,35362,40397
24743,36699,2874,4604,36458,4729,38760,33588,40839,2340,1784
5645,2375,38095,3826,1404,40465,32012,38585,4000,4084,3526
9211,3254,2139,217,3303,38513,3681,3427,6328,2195,37169
3402,3046,2894,1038,35780,39169,2344,3393,188,38107,1770
9375,30770,36956,2863,16187,2532,21393,13379,34832,2276,29703
5408,39585,39585,4867,4561,3428,4820,4775,4638,3982,3912
2208,5403,40496,38621,5646,3910,4310,39794,5117,2190,3942
3587,828,3109,5576,4369,35853,3980,3921,3527,4799,4601
5674,5208,2872,39175,2328,39795,38779,38033,3532,40513,3582
2374,2935,35573,39167,38853,4562,4480,35901,40372,7455,9091
5664,6903,5564,4644,36925,5565,40730,40639,5566,40730,4819
2218,5316,8654,38082,16914,2539,2188,39761,37704,3711,40333
3644,2956,4498,4803,3562,39764,39803,4697,3639,4479,4340
4350,38798,3649,3140,3382,35499,25669,4699,3108,2979,37008
9486,4717,39471,3300,4606,4379,3093,4541,3551,36005,40515
3380,6622,4700,2721,3628,2551,40267,4840,4852,3377,37437
4820,3428,4775,4638,4867,3982,5408,39585,3895,5605,39585
2946,2875,10570,40750,40750,7712,36010,6686,9588,36052,9309
33515,36122,34821,3160,39800,39753,30532,19283,40858,40858,1332
3976,2343,2435,1332,5644,40858,19283,1353,1511,30532,39753
1702,10575,24327,2315,2588,9600,23761,3039,3560,40529,9718
9325,3094,4802,3645,4400,40305,3912,40403,39526,40137,4561
5665,4560,5587,40521,40075,3643,35211,9270,5612,4832,7155
3534,3063,8275,2338,3078,38015,4645,40595,5411,4017,40358
4603,40594,3902,40436,39365,2936,4490,1402,35854,2480,4774
30817,6235,37474,6220,39166,40056,34311,21059,3308,2134,18695
1788,38037,37088,30262,32982,12955,38273,3040,823,30658,3538
2610,2541,3945,4357,3370,2187,3633,692,39299,37939,23475
2373,3531,3082,40762,37936,3378,38990,40762,4487,3384,40074
4775,4638,4820,3428,3982,4867,3895,5605,5408,39585,39585
4803,3644,4498,2956,3562,39803,4479,39764,4340,3951,4697
2340,1784,5383,33588,3920,36254,2874,36699,24743,3536,5399
1386,31518,4365,11031,40602,6531,28859,40590,36755,40590,27881
3558,5173,38865,33295,23171,4009,3580,37914,1763,37771,3442
39526,40403,40137,3645,4802,3094,9325,4400,40305,40212,3912
3645,3094,4802,9325,4400,40403,40305,39526,3912,40137,40212
3526,4000,38585,4084,3309,13917,38035,2375,5645,5522,38095
4840,2551,40267,37437,4489,2721,37340,3380,6622,4700,2368
4487,3531,39489,3563,4161,3556,2373,3648,3082,40762,37936
10764,6402,34529,7612,38866,38866,34030,38830,3048,13937,3919
7110,40421,38790,38790,37585,21829,38400,40453,40059,37576,37576
4492,9327,38038,2540,3411,2021,9718,2395,22815,35726,10575
2838,2794,4178,5609,4178,24023,37587,3553,5108,4848,40097
5403,2208,40496,38621,5646,3910,4310,39794,5117,2190,3942
5049,37939,40879,692,3633,3527,4357,3921,3980,35853,2610
3580,23171,37771,3558,5173,4868,38865,33295,38975,4009,37914
3551,4541,40515,3539,3379,38732,3300,5401,38994,4463,9486
3921,3980,3527,35853,4369,40879,5576,5049,828,37939,3587
5890,1273,39790,2394,7264,2137,2506,10048,10420,2371,24021
1782,2821,2378,38031,2348,1383,4164,39935,2864,2189,37222
34895,36461,1511,1353,5644,40332,37127,2435,4356,3976,2343
3556,3563,4161,39489,3648,4487,4488,3531,2342,2373,4675
33125,18653,2590,32895,33981,3747,15839,6122,22119,39583,3239
1595,9939,3301,38032,38141,39168,1770,220,3393,39169,35780
35726,22815,2395,27747,2021,19633,3411,31331,36876,4492,9327
2342,4488,3648,4675,4034,3556,4161,3563,39489,4558,2368
4400,40305,3912,9325,3094,4802,3645,40403,39526,40137,4561
2755,38470,14047,10552,2507,1895,28517,39948,5054,38843,5213
2070,3066,5733,31424,10424,39640,3056,38831,5613,2440,3529
39842,5400,5544,2240,2239,6025,5572,39722,40722,5566,40730
3586,39466,10256,5107,4017,40595,36005,38015,3093,4379,4606
3649,4350,3140,38798,3382,25669,4699,35499,3108,2195,3681
5590,4821,34348,37659,5439,38260,9851,38716,3564,40097,40097
7265,33979,23305,33865,40682,3403,40682,40814,15541,6337,38982
4842,4260,5649,3824,3383,40646,40055,5605,5548,3895,2990
