uid,uid1,uid2,uid3,uid4,uid5,uid6,uid7,uid8,uid9,uid10
34993,36954,36780,30201,14069,32850,29814,38819,29857,36574,24051
6958,25897,3948,544,33314,35840,128,4232,19261,6709,37921
4190,2614,28723,5755,4208,5136,12481,36232,39675,36269,31068
38162,3430,1216,17843,22955,10391,39397,354,37277,17849,37268
2217,2611,17855,36855,33740,17419,2705,38897,3954,10348,2032
36090,34817,36088,33534,30083,36101,39281,37142,24315,38407,37535
1902,2221,37207,36077,39480,33185,32240,557,36982,17585,35182
29868,38426,36291,9568,1768,1068,1265,32461,924,7254,5802
3646,23931,7333,2510,5296,8367,8632,12499,2826,2576,33308
36753,19925,33544,33708,31467,30489,36865,27573,10313,30647,7504
34121,22401,33705,5581,35497,31807,30045,22469,1656,31926,5943
35480,2249,35739,13259,2767,28531,503,30826,34013,30600,20557
4353,19099,31196,35720,27419,10945,30651,1123,1550,16928,1112
377,3954,36483,38897,6275,37764,36855,32415,21407,2725,38985
9330,33433,5940,10578,6166,18095,13367,7148,36793,18001,10079
37910,2598,9005,965,1423,14685,9883,25375,9630,40192,378
1675,27939,1800,37272,31521,10348,2784,6008,7774,2695,27887
2120,12585,32202,711,14685,865,2119,4124,24371,2029,9005
12505,18121,466,2166,21541,26449,694,318,2964,17115,1230
10897,39326,34964,8536,32603,9750,26351,37202,896,38610,9736
4657,2178,7322,6882,1654,266,31231,33456,2205,7396,16419
8092,6031,33150,36290,4411,3098,21701,40066,14059,2646,10346
33527,29929,36180,29812,6759,8749,32861,34856,31116,29925,37404
37744,38573,36027,39063,13807,22547,33377,23079,15565,31914,25429
37952,32947,33771,24011,37021,33889,15133,36943,11763,10417,27783
33887,36116,31506,36069,40140,37142,34817,36114,30083,39707,35974
32850,38819,36780,29857,14069,34993,24051,30201,37528,38616,36056
29833,37666,23909,32889,15977,34436,34500,16558,34719,29792,30046
34957,35409,34601,30245,19053,32845,29393,35958,30169,36574,29744
31908,31568,34764,2093,11087,24437,17697,23595,36594,24201,2258
7450,23177,37356,19481,31747,9850,16954,33449,31377,12789,36602
29814,36574,36954,29393,32845,19053,34993,34601,35976,30201,35409
3640,17707,37915,29515,2839,8701,2455,2082,11511,5632,6266
25049,36598,16255,36596,28143,36865,27573,7423,33909,33723,33544
8701,2455,11511,9053,2082,5232,3640,17707,30324,5632,5631
31904,23333,36516,24873,26443,38572,31710,133,30485,15119,19151
38477,38812,38977,38796,35732,36065,35785,37552,36575,35530,38886
38851,1343,9170,1252,37769,434,14479,32950,1455,1105,3625
28723,4190,2614,4208,5755,5136,36269,39675,36232,12481,7435
35720,31196,4353,30651,27419,19099,1550,10945,771,1123,32240
25271,5051,2622,1613,36162,29715,36521,32886,39708,2521,6525
36793,7148,31716,33433,357,10079,13367,9330,6166,10578,18095
25717,4332,37679,5895,9810,4054,11829,29605,10114,33396,7109
37357,19337,16259,34997,29821,34595,37355,31057,13083,20581,29820
1290,22695,23487,1703,2965,1996,278,373,630,797,4362
10532,33788,9875,1103,2263,8078,29223,14117,36683,1935,219
1481,39382,2556,6199,30039,723,17357,2038,1795,35204,1035
1218,18495,1532,4262,7580,34177,11491,886,38935,33142,6973
31430,35983,62,1121,24629,1956,31147,33948,594,14515,36864
422,27737,1898,1247,29087,38325,35204,723,30039,37178,2556
5037,13247,12963,2090,3071,1540,2584,2231,3193,616,5802
33433,9330,5940,6166,10578,18095,36793,7148,13367,10079,357
623,1420,518,5859,37970,6741,34901,3991,4810,1923,31861
4332,25717,37679,5895,9810,4054,11829,29605,10114,33396,7109
2826,5296,314,34754,3836,2802,3835,5043,33308,2493,8632
1882,37990,39382,6199,1638,21027,646,3438,7579,29853,1481
30576,29921,29453,24869,35623,34432,32146,35401,36074,13825,9910
22401,34121,35497,33705,31807,5581,22469,30045,34887,31926,5193
36162,5051,32886,1613,29715,25271,3684,625,4458,28077,2622
4905,29821,38521,4104,13083,30851,9826,5018,30042,31476,37357
35739,503,13259,34013,35480,2249,2767,4540,28531,30600,20557
2538,9526,5090,36297,35516,17293,6390,32582,11659,2058,21471
32761,32581,32146,39211,13825,37802,32781,33500,35401,15653,34889
10417,36198,36943,24011,11763,15133,38814,39799,27783,32947,37885
25979,34083,23515,31942,31898,30169,40163,11611,32583,29355,29744
36934,16273,13115,1251,15793,18523,3848,36962,207,33417,33513
23089,31057,20581,34595,34997,13085,32764,37143,37845,20725,19337
2889,4835,32189,31376,10067,68,38472,34281,37086,1686,37497
5826,3511,1667,6184,2790,31618,6491,1052,1627,27785,36520
102,34262,15437,12679,37348,32485,9366,1579,5118,15613,7858
37204,8217,2743,13837,1608,2202,959,1419,3469,2174,2978
28695,15527,7451,37668,7296,36607,10847,2876,7498,18723,36605
18497,98,21743,25687,32900,16528,35756,35889,35459,166,25
2203,1924,1476,36824,1478,5712,2835,36545,9839,2553,1424
1075,38367,2003,2785,6383,31618,7273,3320,8935,23375,31102
19977,30473,3320,2941,4391,5873,8935,38367,40651,2003,38028
39786,38407,38700,38997,37695,38043,35511,36675,36678,36071,35734
31257,29141,30766,32789,33578,35933,35709,32854,28047,36643,9392
11729,7569,32521,33912,9662,7528,4098,33933,10105,29850,28595
31942,32583,29355,38510,37527,33888,25103,25979,36670,38496,37853
37413,33791,8717,32749,22205,8681,28103,39721,35933,20713,31071
14023,37792,28419,8718,37845,13369,32219,29764,29739,13087,29820
8773,33272,34118,30059,29455,35143,32297,20869,8772,25969,35394
2317,5025,7060,15891,33187,32084,36239,6281,34725,10003,30739
36670,31510,33888,29355,29744,36719,30169,31942,35958,36070,25979
29355,31942,33888,36670,38510,31510,32583,29744,25979,37527,37853
10954,7475,5304,35328,3026,25991,2362,33512,31426,7025,1819
36605,25393,33692,38632,28245,15527,36607,37668,18723,28695,7296
466,318,694,26449,36816,12505,18121,18097,3086,38276,22117
39382,6199,1481,37990,1882,1638,2038,2556,30039,7579,17357
860,8465,37964,18851,670,11209,9618,8023,11491,667,33075
1502,32802,6209,24823,8908,2212,8062,9353,34776,605,33173
518,623,1420,37970,5859,4810,6741,34901,1923,3991,31861
36680,32752,38813,32857,36293,38913,36395,38757,36103,36580,35974
21415,10017,20909,404,30915,10622,25045,5526,17919,15005,10470
3605,21215,5554,21875,20385,3661,33770,32058,25265,10347,5869
1420,623,5859,518,6741,34901,3991,37970,1923,4810,31861
13247,5037,12963,2231,2090,3071,5802,3193,616,1540,2584
36291,29868,1768,38426,5802,9568,7254,924,1265,32461,1068
4262,18495,1532,1218,7580,886,38935,34177,1669,33142,6973
18495,1218,4262,1532,7580,34177,886,38935,33142,11491,6973
5859,6741,34901,1420,3991,623,518,40031,36444,1597,1599
704,23369,1082,1917,14117,11457,36683,29223,33788,6330,10532
28355,29799,28685,32768,35379,29177,30157,29928,32777,34958,32762
11389,28057,3517,29481,29677,22471,31302,21891,29729,16560,34716
31510,36670,33888,29355,36719,29744,39285,36070,35958,31942,30169
33692,28245,38632,36605,18723,29173,36607,25393,37668,15527,33493
1772,1528,10979,32934,2765,29347,31941,8952,27785,1705,5330
30059,29455,35143,33272,8773,30162,25969,29782,30081,35394,35400
36520,12599,9689,27785,1667,1705,3511,5826,1855,2790,6491
37695,38043,36675,38700,36678,39786,38407,36071,35511,38997,38501
32763,30446,30075,13519,30336,21833,28827,28055,29377,27437,29679
29926,22473,36096,18273,35403,29956,30073,33273,29409,24999,32933
5934,19171,10674,25491,33493,36595,6827,28691,18723,10847,36607
32762,39284,29928,32783,37723,35379,29153,35389,30157,29799,29177
29455,35143,30059,25969,30162,33272,30081,8773,35394,32639,35400
17048,16564,24861,14743,31263,30955,29946,22675,29701,36624,8681
30105,29961,29673,30330,30341,36089,13435,37843,30433,28829,14125
36595,33493,10674,19171,28691,5934,7523,28245,25491,18723,33692
29961,30105,30341,30330,29673,37843,36089,13435,15137,30433,25377
36932,2219,675,35631,39826,23023,3882,18149,1949,2462,35818
28827,34716,21833,31302,29679,32763,21891,29677,29555,29481,22345
28041,11579,22841,6937,4927,7494,1355,13441,3513,4392,6829
9337,31102,1833,5322,15545,40651,23387,8935,7243,6857,32377
32783,32762,30157,39284,35379,37723,29928,37854,36621,29177,29153
725,1031,30947,29865,30850,32830,2897,1287,9506,994,8064
8719,29657,35704,32637,13087,8729,7449,29739,31874,29764,12341
38044,36087,36671,37273,36249,36056,38501,36091,36071,37528,35511
39285,38765,36070,35456,40412,36719,38762,31510,38191,35958,36670
34449,31519,36840,37992,36001,30705,35964,23259,32606,30948,21821
31941,8952,29347,1528,4761,5330,1705,1772,6852,6090,23935
15529,8645,38712,17161,23265,10627,28049,35707,29635,17163,28347
1053,10406,3306,9506,4389,29865,2057,17659,2897,1031,725
6090,6852,1705,1855,12599,4761,4266,9491,31941,36520,8952
33872,18271,30076,30213,35395,32767,29955,30395,30090,30019,33866
36743,38498,39035,32644,29397,33176,30864,29888,34633,29459,29451
24821,21235,1127,10933,1533,23459,293,7135,17743,26395,20889
38191,36072,38762,40412,35456,35976,36264,38765,39285,36070,36767
2178,4657,1654,266,16419,7322,6882,31231,11255,2205,33456
5017,6832,19811,32377,2310,21607,7243,6935,5880,7810,2022
35432,9221,8774,23065,7021,28953,6842,25267,23053,29768,23759
2694,8228,36995,4485,2316,7435,2493,5043,956,3847,2802
35840,4232,7474,6958,25897,3948,544,23405,19919,33314,19261
35983,31430,24629,62,1121,33948,1956,31147,594,36864,9922
30241,32421,29395,21711,30165,37452,33217,31264,24903,26347,34929
1800,27939,1675,10348,37272,31521,1841,3053,6008,2784,27887
2730,19945,730,1286,1751,1647,32906,37747,2147,30251,29949
2784,16928,37272,31521,2695,1112,23115,18053,27887,7774,27939
7435,4485,3847,2933,2694,28723,8228,36269,4208,2316,36995
2646,21701,40066,5091,6031,3519,12279,4411,8092,5311,3765
2814,5395,3425,5249,13047,8285,38540,12163,2280,2749,36566
37843,25377,29961,28829,30401,30105,30330,30341,29391,24901,14125
33150,6031,8092,14059,3098,36290,21701,40066,5891,4411,2625
31196,35720,4353,27419,30651,19099,1550,10945,1123,1112,18053
34901,6741,3991,5859,1420,623,1599,36444,40031,518,1597
30334,25985,33536,5207,29609,24259,24363,30211,38545,34721,20725
112,752,34771,17395,35559,3429,1647,29949,35224,2391,33572
27737,422,1898,30039,1247,37178,29087,35204,723,38325,2556
37742,13795,6846,7445,10742,5874,28045,6847,28953,38059,32296
3306,10406,1053,4389,9506,2057,17659,29865,30850,1031,725
30850,29865,1031,725,17659,2057,9506,32830,4389,31244,8064
10627,28049,8778,35492,17163,35156,38712,15529,8645,29933,29633
18149,19297,3112,5656,675,39826,36932,20811,20707,23023,1765
30106,29559,31265,34472,33906,36102,32847,39697,33698,30926,28585
2310,19811,6832,5017,7810,12919,7243,32377,19213,25291,4250
35537,35514,31639,36669,38773,36489,36718,39760,39716,35275,38623
37854,36621,29177,30157,32783,35379,35339,32762,39284,37723,29928
28761,11867,1995,38915,1455,33394,29978,37747,14479,2592,1286
19811,2310,6832,5017,7810,12919,25291,32377,7243,4250,19213
23369,1082,704,1917,11457,14117,13201,36683,29223,6330,33788
33861,33860,38766,36113,32862,29103,36764,38493,38771,33215,39498
28391,24991,31629,35928,4548,36432,19365,36023,11837,21353,63
36712,32344,35648,30152,30393,33401,35388,29555,39650,24785,22345
36250,7016,32287,33045,34647,1398,23405,19919,14627,12857,33419
24259,5207,34721,33536,30211,34720,30334,25985,29609,38545,14235
2221,1902,36077,37207,36982,32240,35182,33185,39480,557,3618
27939,1800,1675,37272,31521,10348,2784,27887,3053,23115,1841
2928,32212,296,649,89,8410,25939,25437,2390,15411,2832
38772,37385,38893,36766,33858,38194,40564,37455,38042,40560,37549
37207,2221,1902,36077,36982,3618,6032,35182,33185,40369,32240
37970,518,4810,623,23849,1420,1923,1169,5859,4804,6741
23487,1290,22695,1703,2965,278,630,1996,373,5045,32625
21845,487,12783,288,28817,9922,12471,10572,36873,28833,897
23931,3646,3836,5296,34252,7333,2826,2510,6055,32133,2682
18353,30202,31264,24903,30430,36092,29395,21711,34406,33342,36874
4804,23849,1645,10297,757,1169,10502,7857,35567,37970,1837
23209,12565,15377,895,28833,39456,38940,21177,12471,12783,288
36983,24785,28067,29645,36158,29647,33866,33907,30090,36712,30395
29944,6848,23053,8661,13421,22415,6842,12803,7021,31309,30659
19297,3112,18149,5656,20811,20707,2475,37448,1812,33541,4531
37243,30863,22417,31833,8751,18047,31512,18463,25533,36750,22175
30086,29768,21831,29902,28045,10585,32298,28591,23065,20153,6842
21831,28045,30086,29768,20153,32298,29902,38059,20955,10585,37742
24785,36983,28067,29645,36712,36158,32344,29647,33866,35648,29843
10436,36157,8647,8663,6850,6830,2232,18841,30367,17076,33042
34933,24703,1195,8841,11759,22147,270,21881,37349,36474,23321
28981,36524,788,9741,36309,36009,15391,1640,38529,30382,20919
8604,7497,37285,6839,5299,5871,7032,3252,19231,4733,8647
29933,35492,29633,22171,16812,30480,33859,38727,28049,38980,8778
33907,30090,33866,30395,29647,30213,36983,29645,38701,22851,28067
19231,3252,6839,29293,9976,29597,9801,6658,37285,8604,10586
32803,30431,34153,32291,35405,30093,30337,33710,36159,36835,29971
10763,29871,29905,33545,29908,24783,16786,30092,31267,31760,32999
6823,7029,6840,7027,6000,28645,29615,6831,17353,5870,31685
17151,22175,22163,25533,16794,29989,29906,31512,30329,13541,30863
13421,8661,13311,35402,31832,22415,29944,35383,32288,32699,34669
36995,2694,8228,4485,5043,2493,2802,2316,956,3835,314
25533,22163,29989,22175,17151,30329,36750,16794,30863,30212,37243
22163,25533,29989,22175,17151,30329,16794,36750,29906,30212,30863
6031,8092,33150,3098,21701,40066,14059,36290,2646,4411,2625
14685,9005,711,2598,2119,2120,9883,37910,36473,12585,32202
13793,4733,2232,36157,8647,30367,16822,33220,10436,22181,8663
594,33948,24629,9922,28817,36864,1121,35983,31147,31430,62
13201,1760,11457,1917,1082,1517,1890,23369,34474,111,29129
33820,35999,35448,21335,33394,40320,2592,33245,11867,28761,1596
89,296,2928,2390,25437,1219,2832,32212,649,15411,8410
33898,2318,29995,8646,34060,2088,16692,39622,22179,5904,22169
32461,2728,38426,29868,1768,30924,36291,1068,4075,30412,6890
33021,29941,37571,36040,600,15045,34411,16436,31578,37828,39388
6741,3991,5859,34901,1420,623,518,1599,36444,40031,1923
6844,22157,31685,16802,6834,31689,22177,3113,29984,6000,30438
20909,10622,21415,25907,10017,25045,19841,30464,34866,404,35314
21701,40066,2646,6031,8092,5091,3098,4411,33150,3519,2625
30328,30814,32293,29681,29906,23779,33859,38980,29731,16812,23031
30651,1550,35720,31196,32240,27419,4353,10945,19099,36077,39480
28645,29615,7029,7027,6840,11357,6000,6823,6851,30438,38019
33948,594,24629,1121,35983,36864,9922,31147,28817,31430,62
16928,2784,1112,18053,2695,23115,19099,37272,31521,39188,27887
25907,10622,20909,1243,19841,15633,30464,25285,34866,17725,800
29971,29750,33710,30337,32779,30667,36159,35405,35450,23187,9540
29907,13359,33283,30214,23401,30424,29973,28655,31507,29311,29766
33456,7322,2205,7396,32152,31231,4136,37781,6882,1043,9988
2250,16606,5622,32294,3801,11869,1966,1529,705,2057,17659
1966,2792,11897,32739,705,1529,32894,11915,2250,16606,5622
23055,30396,29973,29952,30332,31761,29311,39031,28051,23401,35745
19315,37446,31318,30385,37744,6987,32083,16397,33377,32271,33834
28637,28657,30663,4396,5811,16802,6834,6833,31689,4397,8486
16419,219,39689,9875,266,2178,1654,1018,261,27857,39478
2090,3071,2231,5037,13247,12963,2584,1540,3193,5802,6246
11457,1082,1917,23369,13201,704,14117,1890,111,1760,1517
32802,6209,2212,1502,2016,6418,8908,30381,36492,605,12863
9875,219,10532,8078,2263,1103,1935,16419,39689,29223,33788
1550,30651,31196,35720,32240,27419,4353,10945,19099,36077,36536
965,25375,1423,1599,40192,37910,36444,9630,40031,3991,34901
278,23487,22695,1290,19845,1703,2965,1859,5045,5505,1996
1893,3367,6975,8361,3761,7619,2728,6890,11911,4075,2289
743,37345,14893,10604,9624,25859,31763,8440,30365,37719,297
1703,2965,1290,23487,630,22695,37764,10098,37997,32625,278
22759,300,2235,20473,38390,882,15895,31096,2520,260,2363
9005,14685,711,37910,2598,9883,36473,2119,9630,2120,965
27419,31196,4353,35720,19099,30651,1112,1550,18053,39188,16928
5734,36039,37920,35589,2201,514,1074,2795,36906,17082,34580
2965,1703,1290,630,23487,22695,37764,10098,37997,32625,278
1532,18495,4262,1218,7580,38935,886,6973,34177,22189,11491
5940,9330,33433,18095,10578,6166,18001,13367,2404,36793,7148
32262,30749,10213,34382,20021,8861,21511,28617,6324,22687,31405
22167,23517,18227,9665,32298,10585,35745,20153,20955,29954,29902
29979,4567,7811,3533,3064,23059,7024,13715,29777,9895,3960
22157,22177,31689,6844,16802,31685,6834,29984,30438,6000,28657
6950,33696,2776,31586,11689,8689,16602,11915,32894,11883,11897
28657,28637,30663,16802,6834,31689,4396,5811,4397,6833,22177
22377,35730,33245,35448,35999,21335,5158,2967,2983,14563,33820
33220,22181,29957,4733,30668,13793,16822,2232,10586,7497,8604
2777,3816,31686,7030,8925,22161,28843,5868,9895,3930,35971
30329,16794,29989,22163,13553,25533,23523,23031,23779,29906,22175
31689,16802,22157,22177,6834,6844,28657,30663,28637,31685,29984
30559,18463,30212,13543,22271,36750,18047,26135,9343,22159,29988
29973,23055,31761,29311,30396,29952,30332,29907,23401,28051,31236
31687,5813,32400,2972,22169,34060,16692,29995,23933,6346,2318
30438,29984,31685,38019,6000,22157,22177,6844,29615,7029,28645
30859,29619,22173,28641,23051,30665,29999,22255,7026,9318,7071
33394,11867,29978,1995,28761,33820,38915,2592,37747,1455,32906
29957,30668,33220,22181,10586,9801,4733,29293,15787,7497,8604
30669,27557,38365,25089,30480,22171,20237,17687,18759,38727,30892
1812,31634,37448,2475,20811,1345,20707,33541,4531,19297,3112
3801,11869,32294,16606,5622,2250,34223,23057,2057,17659,16604
11869,3801,32294,16606,5622,23057,2250,34223,16604,2057,17659
35383,13311,31832,35402,35025,32288,8661,28831,34669,13421,28993
6833,8486,28637,28657,30663,30860,4396,5811,21179,33276,5812
1585,23877,9342,28339,11883,1641,7485,29980,5715,40052,4966
30396,30332,29952,23055,39031,31761,29973,35745,20955,29311,28051
30814,30328,23779,29906,23031,23523,32293,16794,32218,13553,29681
2318,29995,33898,34060,22169,16692,8646,22179,5904,2088,39622
3533,7811,3064,23059,29777,13715,9895,28843,22161,35971,23063
7024,22179,4567,29979,11411,33898,2088,8646,4393,2318,39622
23877,1585,7485,29980,40052,9342,28339,2146,5715,1641,4966
4567,29979,7024,22179,11411,7811,3533,3064,23059,4393,13715
35448,35999,33245,21335,33820,22377,40320,35730,1596,2983,2592
28843,9895,22161,29777,35971,7030,8925,13715,23059,3533,3064
35730,22377,33245,5158,35448,2967,35999,14563,21335,2983,1725
29980,40052,7485,23877,2146,32400,2972,1585,5715,5813,31687
23057,34223,16604,11869,3801,32294,4389,2057,3306,17659,5622
20811,1345,37448,4531,1812,31634,3112,6953,19297,2475,20707
13311,35402,35383,31832,13421,8661,34669,32288,35025,32699,28831
6838,5814,7900,2778,3930,7022,4934,5868,32247,34503,29617
18561,22159,29988,26135,29105,33312,7501,13543,36345,22271,18047
16786,29908,29871,36073,34928,29905,31267,36771,10763,24783,33545
40282,30092,22165,17671,7715,30214,32956,33283,32999,29908,17159
16802,6834,31689,22157,6844,22177,30663,28657,28637,4397,5811
31685,29984,30438,6844,22157,6000,22177,38019,31689,16802,6834
2778,4934,7022,5814,6838,7900,29617,34503,7028,32247,7192
31501,7020,33282,6828,6658,29597,34710,3832,9801,9976,29293
1657,31633,33690,39527,37258,34733,16436,38212,16656,1285,10838
33282,7020,31501,6828,6658,29597,34710,3832,9801,9976,29411
11687,32467,36288,7882,33119,35923,16610,10003,13835,1626,5877
7811,3533,3064,23059,13715,29777,9895,35971,28843,29979,23063
6828,31501,7020,33282,6658,29597,9801,34710,3832,29293,9976
22159,18561,29988,26135,33312,13543,29105,7501,22271,18047,36345
30212,36750,18463,30559,18047,13543,29989,22271,22417,25533,9343
30664,30326,30331,23861,29637,31258,37256,24881,35407,32765,34236
39096,35048,36613,40385,36734,36851,35691,35123,35172,37195,40301
9895,28843,29777,22161,35971,13715,23059,3064,3533,8925,7811
29908,16786,29871,36073,29905,10763,34928,30092,36771,31267,40282
3816,2777,7030,31686,8925,28843,5868,22161,9895,3930,35971
33859,38980,35226,32293,29933,20109,30480,16812,29681,27915,30328
36280,31584,14781,30339,31268,31582,33863,9447,31261,29107,31730
38748,30429,4621,24901,36964,8521,30408,30401,29972,16554,19177
36750,30212,18463,30559,29989,25533,22163,18047,22417,13543,30863
32293,30328,38980,33859,29681,35226,30814,16812,20109,27915,29633
7020,33282,31501,6828,6658,29597,34710,3832,9801,9976,29411
30663,4396,5811,28657,28637,4397,6834,16802,31689,6833,8486
10586,9801,29293,30668,29957,29597,6658,6839,6828,15787,19231
29615,28645,7029,11357,7027,6000,6840,6823,30438,38019,29984
33276,7028,30860,7192,29617,7031,5661,8486,6833,34503,21179
31585,36062,21761,10203,30427,31868,30418,34720,34721,10200,35914
5814,6838,2778,7900,4934,3930,7022,32247,5868,34503,29617
30331,35407,29637,30666,35406,30664,34236,31258,30326,37117,28983
9801,10586,29293,29597,6658,6828,30668,31501,7020,33282,19231
6834,16802,31689,6844,30663,22157,28657,22177,4397,5811,4396
32400,2972,5813,31687,29980,40052,23933,2146,2974,6346,7485
6849,6851,31647,22255,11357,28951,7026,7027,6840,28645,22173
6535,1765,1102,35818,6953,23023,4531,3112,34167,1345,20811
23849,4804,37970,1645,4810,1169,1930,10950,1837,10297,757
17115,2166,17725,15633,21541,1243,2964,12505,10431,18121,1230
35407,30666,30331,35406,29637,34236,31258,20237,30664,29635,38727
29777,13715,23059,35971,3064,9895,28843,3533,23063,7811,8925
30480,22171,30669,38365,27557,25089,29933,35226,38727,33859,18191
2611,33740,2217,17419,2705,36855,17855,38897,3954,118,32415
1243,15633,17725,17115,25907,19841,2964,21541,34866,2166,30464
33075,37458,20545,9618,18851,15609,35757,8624,7367,670,37964
37764,630,37997,21407,10098,20843,2725,2965,377,1703,32415
29989,22163,25533,30329,22175,36750,17151,16794,30212,8417,30863
2231,2090,3071,13247,5037,12963,5802,6246,3193,2584,1540
7857,10502,35567,10297,4804,34820,1837,757,1645,12035,2722
3836,2826,35206,5296,32133,23931,314,34754,2999,2802,6055
17725,15633,1243,17115,2166,21541,2964,25907,19841,812,10431
3991,6741,34901,5859,1420,1599,623,36444,1923,518,40031
40066,21701,2646,6031,2625,3098,5091,8092,3765,33150,14059
29972,30408,24901,30401,29391,24905,25377,38748,26285,18821,28829
36077,2221,37207,32240,1902,35182,36982,19889,33240,30651,32437
30332,29952,30396,23055,31761,20955,35745,39031,29973,20153,38059
16794,29906,30329,17151,22163,22175,23779,25533,23523,29989,23031
23059,3064,13715,29777,7811,35971,3533,9895,23063,4462,28843
6851,6849,31647,28951,7027,11357,6840,22255,28645,7026,29615
25897,544,19261,4232,6958,128,6709,35840,115,3948,33314
24629,1121,35983,33948,594,62,31430,1956,36864,31147,9922
30214,33283,22165,13359,29907,40282,30424,32999,36745,30092,5602
18463,18047,13543,30559,30212,36750,22417,29988,22159,22271,26135
30418,30427,21761,32811,24807,31583,31585,10203,28897,31868,36062
7030,8925,3816,31686,28843,2777,9895,35971,22161,29777,13715
30092,40282,22165,29908,10763,17671,32956,29871,32999,7715,16786
30337,33710,29971,35405,36159,29750,32803,32779,30093,30667,34153
9318,22385,33042,6830,30367,8663,23051,30665,7071,6850,36157
28647,3832,28993,31688,7617,29411,32804,28831,34710,33282,7020
13543,18047,18463,29988,22159,30559,33312,7501,18561,26135,30212
35405,30093,30337,32803,33710,29971,30431,34153,36159,29750,32291
29988,22159,33312,18561,7501,29105,13543,18047,26135,18463,31513
30367,36157,2232,33042,9318,8663,22385,6830,13793,16822,6850
13715,23059,3064,29777,35971,23063,9895,7811,3533,4462,28843
29952,30332,30396,23055,31761,29973,20955,28051,29311,35745,32296
28831,28993,32804,28647,32288,32699,35025,31832,31688,35383,7617
32779,30667,35450,36159,33710,29971,31587,29750,32765,30337,28091
31832,13311,8661,35383,32288,35402,13421,32699,28831,35025,28993
30408,29972,24901,30401,29391,24905,25377,38748,28829,26285,18821
7897,37374,33814,28929,31491,5020,3287,36976,6392,37320,34393
22165,40282,30214,30092,33283,32999,17159,13359,5602,17671,36745
6000,31685,7029,30438,29984,29615,6823,28645,6844,38019,7027
6658,29597,6828,7020,31501,33282,34710,9976,9801,29293,3832
8486,21179,6833,5812,4396,7031,5811,4397,30663,19213,28637
37164,1919,36491,21737,39619,9979,1479,5712,36686,9839,34318
29105,33312,7501,29988,18561,22159,31267,31513,13543,26135,24783
22415,32295,30659,13421,29954,29944,9284,35402,8661,13311,23517
146,4196,33524,4151,15879,14355,19855,31456,25859,34580,35842
1768,36291,29868,5802,32461,38426,37209,6246,9127,9568,1068
219,9875,16419,39689,1018,261,10532,39478,27857,1103,8078
30915,404,5526,10017,21415,25045,17919,6112,15005,3456,20909
4485,2694,7435,2933,36995,8228,956,4240,3281,2316,2055
21235,24821,1127,10933,23459,293,20889,7135,1533,17743,2274
2749,5201,8285,38540,2814,5395,3425,5249,31373,4073,3317
2280,36566,5091,3425,3765,5395,12279,2814,31373,38540,8285
1760,13201,14627,1517,83,29129,30813,1890,595,111,271
36816,18097,694,22117,466,3086,318,26449,1817,2520,38276
5813,31687,2972,32400,23933,6346,16692,22169,34060,5904,2974
22171,30480,30669,38727,27557,38365,29933,25089,35226,20237,30666
31584,36280,14781,31582,30339,31261,14529,31268,30400,33863,8733
35971,29777,13715,23063,23059,3064,9895,8925,28843,4462,3533
788,28981,36524,9741,36309,15391,33775,30382,4130,33184,1685
4396,5811,4397,30663,5812,28637,28657,19213,6834,8486,16802
28339,1641,1585,9342,4966,11883,33975,23877,5715,16602,7485
5811,4396,4397,30663,5812,6834,19213,28637,28657,8486,16802
38701,30213,30395,35395,30090,16778,29710,33907,22851,33866,29647
29871,29905,29908,16786,10763,31267,33545,24783,36073,34928,30092
29906,16794,30814,23779,17151,29731,30329,30328,23523,23031,22175
4733,13793,2232,8647,33220,36157,22181,7497,30367,8604,16822
30429,38748,4621,36964,30211,34720,8521,19177,24901,30408,30401
5622,2250,16606,32294,3801,11869,2057,17659,1529,4389,30850
20955,20153,32298,30332,35745,21831,29952,38059,22167,10585,30396
324,324,34445,34445,1000,644,396,8532,18849,407,1520
150,150,21843,21843,8937,36038,28249,37141,21405,8675,154
1281,1281,123,123,3713,32673,1606,65,251,8479,32491
450,450,74,6772,28069,371,39196,584,23385,14407,23385
2963,2963,1699,1699,32268,32979,32979,18119,18119,240,21659
10114,4054,5895,7616,33396,25717,4332,11829,9810,22509,7245
3071,2090,2231,5037,13247,12963,2584,1540,3193,5802,6246
36855,33740,17419,2611,3954,377,38897,32415,2217,2705,20871
15633,17725,1243,17115,2964,21541,25907,2166,19841,25285,1593
36587,509,9063,33569,1469,32555,4334,563,37140,1192,19109
8925,7030,35971,28843,9895,29777,23063,3816,13715,23059,31686
1647,29949,2730,34771,752,112,32906,19945,2147,1286,730
33695,38774,24865,30125,36117,37180,24809,35125,32852,29359,24883
28641,23051,7026,30859,29619,22173,7071,22255,30665,6431,22385
29597,6658,6828,7020,33282,31501,9976,34710,9801,29293,19231
22385,33042,9318,6830,8663,7071,30367,6850,23051,36157,30665
7029,28645,29615,7027,6823,6000,6840,11357,30438,38019,31685
33710,36159,30337,29971,32779,30667,29750,35450,32803,35405,31587
30339,14781,29107,36280,31268,30404,31584,8733,28955,30078,7633
4397,5811,4396,30663,19213,5812,6834,28657,16802,28637,24847
29293,9801,10586,19231,29597,6839,6658,3252,6828,9976,30668
